,area,endereco,quartos,banheiros,vagas,preco,condominio,amenidades,bairro
221,77,"Alameda Joaquim Eugênio de Lima, 113 ",2,2,1,5900.0,900.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Jardim Paulista
222,108,"Rua Doutor Miranda de Azevedo, 1085 ",3,3,2,4000.0,980.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Pompeia
223,39,"Rua Itapiru, 572 ",1,2,1,1650.0,550.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Saúde
224,50,"Rua André Casado, 215 ",1,1,1,2000.0,670.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Sumaré
225,100,"Rua Pageú, 100 ",3,4,3,3400.0,1406.0,"Piscina
Elevador
Aceita animais
Jardim
Playground
...", Vila Mariana
226,140,"Rua Otávio Nébias, 47 ",3,3,2,4025.0,1950.0,"Elevador
Condomínio fechado
Aceita animais
Salão de festas
Portaria 24h
...", Paraíso
227,30,"Rua Verbo Divino, 1323 ",1,1,0,1656.0,900.0,"Piscina
Mobiliado
Elevador
Academia
Ar-condicionado
...", Chácara Santo Antônio
228,68,"Rua Geórgia, 207 ",2,2,1,2800.0,1032.0,"Piscina
Mobiliado
Elevador
Academia
Aceita animais
...", Brooklin
229,46,"Praça Júlio Mesquita, 97 ",1,1,1,3100.0,390.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", República
230,110,Rua Bartira ,3,3,3,2900.0,2150.0,"Piscina
Churrasqueira
Academia
Salão de festas
Armário embutido
...", Perdizes
231,70,"Rua Teodoro Sampaio, 1788 ",2,2,2,2500.0,1100.0,Portaria 24h, Pinheiros
232,33,"Rua Henri Dunant, 1066 ",1,1,1,2800.0,690.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Santo Amaro
233,20,Rua Santa Elvira ,1,1,0,1240.0,117.0,"Portão eletrônico
Condomínio fechado
Mobiliado", Tatuapé
234,50,"Rua Gabriele D'Annunzio, 624 ",1,1,1,3950.0,450.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Campo Belo
235,72,"Rua Jacques Félix, 724 ",2,2,1,2400.0,1100.0,0, Vila Nova Conceição
236,93,"Avenida Angélica, 2389 ",2,2,1,3200.0,976.0,"Elevador
Aceita animais
Jardim
Playground
Bicicletário
...", Higienópolis
237,62,"Avenida Marechal Mário Guedes, 40 ",2,2,1,2200.0,750.0,"Churrasqueira
Elevador
Condomínio fechado
Academia
Aceita animais
...", Jaguaré
238,50,"Rua Doutor Gabriel dos Santos, 131 ",1,1,1,1200.0,1473.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Santa Cecília
239,38,"Avenida Nove de Julho, 1510 ",1,1,1,2480.0,508.0,0, Bela Vista
240,40,"Avenida Brigadeiro Luís Antônio, 499 ",1,1,1,2600.0,470.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Bela Vista
241,110,"Rua Ministro Godói, 1014 ",3,3,1,3500.0,1700.0,"Piscina
Elevador
Condomínio fechado
Aceita animais
Jardim
...", Perdizes
242,125,Rua Camillo Nader ,3,3,2,2400.0,1800.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Aceita animais
...", Morumbi
243,20,"Avenida Senador José Ermírio de Moraes, 1215 ",1,1,0,1300.0,0.0,Mobiliado, Tremembé
244,45,Rua das Perobeiras ,2,1,1,900.0,0.0,"Varanda
Armário na cozinha
Cozinha americana
Cozinha grande
Sala grande
...", Chácara Santa Maria
245,50,Rua Sabará ,1,1,1,2300.0,950.0,"Mobiliado
Elevador
Aceita animais
Jardim
Portaria 24h
...", Higienópolis
246,120,"Vila Mascote, São Paulo ",2,4,3,3500.0,2200.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...", SP
247,59,"Rua Doutor Neto de Araújo, 231 ",2,2,2,2540.0,1015.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Mariana
248,90,"Rua Bergamota, 326 ",3,2,1,3500.0,825.0,"Mobiliado
Churrasqueira
Elevador
Aceita animais
Jardim
...", Alto de Pinheiros
249,25,Rua Augusta ,1,1,0,1951.0,380.0,"Academia
Espaço gourmet
Ar-condicionado
Móvel planejado
Área de lazer
...", Consolação
250,104,Rua Joinville ,3,2,1,2500.0,1200.0,"Playground
Área de lazer
Armário embutido
Armário na cozinha
Cozinha grande
...", Vila Mariana
251,80,"Rua Santo Egídio, 105 ",2,3,2,1700.0,945.0,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...", Santa Teresinha
252,95,Rua Ambrizette ,3,3,2,4290.0,1199.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Panamby
253,25,"Rua Tabor, 255 ",1,1,0,800.0,100.0,"Aceita animais
Portão eletrônico
Cozinha americana", Ipiranga
254,55,"Rua Doutor Sabóia de Medeiros, 197/199 ",2,1,1,1500.0,760.0,"Mobiliado
Elevador
Condomínio fechado
Aceita animais
Jardim
...", Vila Mariana
255,100,"Rua Martiniano de Carvalho, 292 ",2,3,1,3900.0,100.0,"Aceita animais
Ar-condicionado
Cozinha americana
Portão eletrônico", Bela Vista
256,35,"Rua João Pais, 168 ",1,1,1,1570.0,530.0,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...", Brooklin
257,16,"Rua Boa Estrela, 94 ",1,1,0,550.0,90.0,0, Vila Carrão
258,157,"Rua dos Coroados, 162 ",4,5,3,8500.0,1300.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Anastácio
259,55,"Rua Barão do Triunfo, 111 ",1,1,1,1600.0,812.0,"Piscina
Salão de festas
Elevador
Portaria 24h
Aceita animais", Brooklin
260,65,"Rua Plínio Colas, 278 ",2,1,1,1800.0,480.0,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...", Lauzane Paulista
261,82,Avenida Venceslau de Queirós ,3,3,2,4200.0,650.0,"Piscina
Churrasqueira
Varanda
Academia
Espaço gourmet
...", Jaguaré
262,154,Rua Diogo Jácome ,2,3,3,24000.0,2680.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Vila Nova Conceição
263,82,"Rua João Antônio de Oliveira, 544 ",3,2,2,3500.0,700.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Móoca
264,126,"Rua Iperoig, 501 ",3,3,0,3000.0,1300.0,"Mobiliado
Elevador
Condomínio fechado
Aceita animais
Ar-condicionado
...", Perdizes
265,65,Avenida Doutor Mário Vilas Boas Rodrigues ,2,2,1,2500.0,678.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Jardim Dom Bosco
266,35,Rua Augusta ,1,1,1,3000.0,600.0,"Piscina
Churrasqueira
Varanda
Academia
Espaço gourmet
...", Consolação
267,56,"Rua Francisco José da Silva, 292 ",2,2,2,2700.0,350.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Andrade
268,52,Rua Doutor Luís Barreto Filho ,2,2,1,1900.0,0.0,"Piscina
Mobiliado
Churrasqueira
Varanda
Academia
...", Vila Pereira Barreto
269,25,"Rua Scuvero, 64 ",1,1,0,950.0,0.0,"Portão eletrônico
Armário embutido", Cambuci
270,45,Rua das Perobeiras ,2,1,1,700.0,0.0,"Cozinha americana
Cozinha grande
Sala grande
Escada
Janela de alumínio
...", Chácara Santa Maria
271,47,"Avenida Giovanni Gronchi, 5201 ",1,1,1,1190.0,420.0,"Ar-condicionado
Closet
Mobiliado
Academia
Piscina", Morumbi
272,100,Avenida Doutor Guilherme Dumont Vilares ,2,2,2,2500.0,1100.0,"Piscina
Varanda
Academia
Ar-condicionado
Salão de festas
...", Morumbi
273,40,"Rua José Maria Lisboa, 20 ",1,1,0,3500.0,0.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Jardim Paulista
274,75,"Rua Dias Vieira, 326 ",3,2,1,1400.0,600.0,"Piscina
Elevador
Academia
Aceita animais
Salão de festas
...", Vila Sônia
275,65,"Rua Jesuíno Arruda, 710 ",1,1,1,2300.0,2000.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Itaim Bibi
276,64,Avenida Professor Luiz Ignácio Anhaia Mello ,3,1,1,1350.0,480.0,"Churrasqueira
Elevador
Condomínio fechado
Academia
Aceita animais
...", Jardim Independencia
277,67,"Rua Jericó, 159 ",2,2,1,2700.0,819.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Sumarezinho
278,90,"Rua Topázio, 618 ",2,1,0,1800.0,400.0,0, Vila Mariana
279,107,"Rua Diogo Jácome, 96 ",2,2,1,6500.0,1002.0,"Cozinha
Escritório
Quintal
Área de serviço", Vila Nova Conceição
280,56,"Rua Doutor José de Queirós Aranha, 99 ",3,2,0,2500.0,715.0,"Elevador
Lavanderia
Área de serviço", Vila Mariana
281,67,"Alameda Ministro Rocha Azevedo, 523 ",2,1,1,5200.0,2240.0,"Piscina
Academia
Ar-condicionado
Piscina coberta
Portaria 24h
...", Jardins
282,51,"Rua Zacarias de Gois, 715 ",1,1,1,3500.0,560.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Campo Belo
283,86,"Rua Nelson Gama de Oliveira, 1113 ",2,2,2,3200.0,650.0,"Garagem
Área de serviço", Vila Andrade
284,60,"Avenida Doutor Cardoso de Melo, 570 ",2,2,2,4800.0,1400.0,"Piscina
Elevador
Condomínio fechado
Varanda
Academia
...", Vila Olímpia
285,67,Rua Chapada de Minas ,3,2,1,1850.0,463.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Jardim Morumbi
286,36,"Rua Paim, 296 ",1,1,1,2100.0,450.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Bela Vista
287,61,"Rua da Consolação, 2538 ",2,1,1,2750.0,1089.0,"Elevador
Condomínio fechado
Aceita animais
Jardim
Solarium
...", Jardins
288,85,"Rua Batista Cepelos, 259 ",2,1,1,1990.0,402.0,"Interfone
Área de serviço", Aclimação
289,146,Rua Lino Coutinho ,4,4,2,5500.0,1100.0,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...", Ipiranga
290,100,Avenida Lins de Vasconcelos ,3,4,1,1900.0,960.0,"Elevador
Portaria 24h", Vila Mariana
291,105,"Rua Professor Atílio Innocenti, 1003 ",3,4,2,4800.0,1465.0,"Elevador
Condomínio fechado
Varanda
Aceita animais
Ar-condicionado
...", Itaim Bibi
292,75,"Rua São José, 150 ",2,2,2,3200.0,900.0,"Piscina
Churrasqueira
Espaço gourmet
Jardim
Varanda gourmet
...", Santo Amaro
293,71,"Rua Anhangüera, 436 ",2,2,2,3100.0,350.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Barra Funda
294,310,"Rua Monte Aprazível, 50 ",3,5,6,40000.0,3450.0,"Piscina
Churrasqueira
Academia
Ar-condicionado
Varanda gourmet
...", Vila Nova Conceição
295,753,"Rua Armando Petrella, 431 ",5,7,7,85000.0,14197.0,"Segurança 24h
Cozinha
Lavanderia
Varanda", Cidade Jardim
296,140,"Rua Vieira de Morais, 45 ",3,2,2,3200.0,1685.0,"Churrasqueira
Elevador
Academia
Ar-condicionado
Jardim
...", Campo Belo
297,54,"Rua Augusta, 423 ",2,1,1,2800.0,850.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Bela Vista
298,67,"Rua Maestro Cardim, 262 ",2,2,1,3300.0,850.0,0, Paraíso
299,76,"Aclimação, São Paulo ",2,3,1,4000.0,764.0,"Piscina
Churrasqueira
Academia
Jardim
Área de serviço
...", SP
300,45,"Rua Capote Valente, 1475 ",2,1,1,2600.0,750.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Pinheiros
301,110,Rua Caio Prado ,2,2,1,2450.0,1300.0,"Jardim
Portaria 24h
Armário embutido no quarto
Sala grande
Vista panorâmica", Consolação
302,76,"Rua Espírito Santo, 268 ",2,1,2,2700.0,840.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Aclimação
303,77,"Rua Sebastião Gil, 117 ",1,1,1,2100.0,1700.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Pinheiros
304,50,"Rua Leopoldo Couto Magalhães Júnior, 610 ",1,1,1,2985.0,990.0,"Playground
Salão de jogos
Salão de festas", Itaim Bibi
305,60,Rua Deputado João Sussumu Hirata ,1,1,1,2000.0,906.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Vila Andrade
306,55,"Rua Portão Preto, 90 ",2,1,1,1100.0,465.0,"Elevador
Condomínio fechado
Academia
Aceita animais
Área de serviço
...", Vila Mangalot
307,65,"Rua Padre Carvalho, 340 ",1,2,2,3200.0,970.0,"Piscina
Varanda
Área de serviço
Escritório
Armário na cozinha
...", Pinheiros
308,64,Rua Vergueiro ,2,2,1,2200.0,660.0,"Piscina
Churrasqueira
Elevador
Jardim
Playground
...", Chácara Klabin
309,31,"Praça Cassiano Nogueira, 28 ",1,1,1,2335.0,511.0,"Ar-condicionado
Cozinha
Elevador
Varanda
Gerador elétrico", Vila Mariana
310,45,"Rua Aguiar de Barros, 10 ",1,1,1,2800.0,450.0,"Piscina
Academia
Espaço gourmet
Garagem
Playground
...", Bela Vista
311,57,"Rua Eugênio de Medeiros, 288 ",2,2,2,4200.0,420.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Pinheiros
312,41,"Rua Rubens Meireles, 99 ",1,1,1,2400.0,500.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...", Barra Funda
313,64,"Rua Dona Ana Neri, 0 ",2,2,1,1800.0,530.0,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...", Cambuci
314,64,"Avenida Raimundo Pereira de Magalhães, 2730 ",3,2,0,1800.0,500.0,0, Jardim Íris
315,82,"Rua Rubens Meireles, 235 ",2,2,1,4000.0,800.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Barra Funda
316,70,Rua Itapiru ,2,1,2,2000.0,640.0,Cozinha americana, Saúde
317,70,"Rua Dom Mateus, 55 ",2,2,2,2000.0,500.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Monumento
318,17,"Rua José Piragibe, 366 ",1,1,0,1297.0,0.0,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Aceita animais
...", Butantã
319,35,"Rua Doutor Virgílio de Carvalho Pinto, 262 ",1,1,1,3690.0,790.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Pinheiros
320,110,"Rua João de Sousa Dias, 757 ",3,3,2,4400.0,1471.0,"Elevador
Condomínio fechado
Varanda
Aceita animais
Jardim
...", Campo Belo
321,120,"Rua Olavo Bilac, 242 ",4,2,2,4200.0,1056.0,"Elevador
Condomínio fechado
Área de serviço
Cozinha
Gerador elétrico
...", Vila Sofia
322,66,Rua Kansas ,1,2,1,5350.0,800.0,"Piscina
Mobiliado
Elevador
Varanda
Garagem
...", Brooklin
323,45,"Rua Vale Formoso, 376 ",1,1,0,1650.0,120.0,"Churrasqueira
Elevador
Condomínio fechado
Varanda
Aceita animais
...", Tatuapé
324,75,Rua Casa do Ator ,2,3,1,8500.0,864.0,"Piscina
Elevador
Condomínio fechado
Varanda
Academia
...", Vila Olímpia
325,38,Rua da Consolação ,1,1,1,1550.0,630.0,"Churrasqueira
Elevador
Quintal
Área de serviço
Salão de festas
...", Consolação
326,124,"Brooklin, São Paulo ",3,4,2,6200.0,1100.0,"Piscina
Churrasqueira
Ar-condicionado
Área de serviço
Armário na cozinha
...", SP
327,68,Rua do Manifesto ,2,2,1,2500.0,708.0,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...", Ipiranga
328,50,"Rua Jorge Tibiriçá, 77 ",1,1,1,2800.0,856.0,"Piscina
Interfone
Armário na cozinha
Ar-condicionado", Vila Mariana
329,76,"Rua Constantino de Sousa, 1144 ",1,2,2,5250.0,937.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Campo Belo
330,50,"Rua Monsenhor Passaláqua, 212 ",2,2,1,2600.0,690.0,"Piscina
Churrasqueira
Academia
Salão de festas
Cozinha
...", Bela Vista
331,137,Rua Cipriano Barata ,2,3,3,4900.0,1400.0,"Piscina
Churrasqueira
Varanda
Área de serviço
Quadra poliesportiva
...", Ipiranga
332,310,"Rua Marcos Lopes, 50 ",4,5,5,50000.0,4400.0,"Piscina
Academia
Espaço gourmet
Ar-condicionado
Jardim
...", Vila Nova Conceição
333,60,Rua Traituba ,2,2,1,2000.0,680.0,"Churrasqueira
Piscina
Interfone
Armário na cozinha
Área de serviço", Saúde
334,87,Rua Fradique Coutinho ,2,1,1,3000.0,735.0,0, Pinheiros
335,55,Avenida Pompéia ,2,1,2,2100.0,735.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Pompeia
336,110,"Avenida Jamaris, 64 ",3,4,2,6900.0,1150.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Moema
337,131,"Rua Canário, 1111 ",3,3,2,5490.0,1287.0,"Piscina
Área de serviço
Playground
Salão de festas
Quadra poliesportiva
...", Moema
338,184,"Rua São Benedito, 701 ",3,3,3,6900.0,1730.0,"Piscina
Quadra poliesportiva
Sauna
Ar-condicionado", Alto Da Boa Vista
339,90,"Rua Luís Dias, 85 ",2,2,1,4100.0,765.0,"Elevador
Garagem
Jardim
Área de serviço
Salão de festas
...", Itaim Bibi
340,135,Rua Doutor Albuquerque Lins ,3,4,1,5000.0,1800.0,"Piscina
Elevador
Varanda
Academia
Garagem
...", Higienópolis
341,233,"Rua Periquito, 100 ",4,5,3,14500.0,3950.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Moema
342,40,Rua das Fiandeiras ,1,1,1,2300.0,372.0,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...", Vila Olímpia
343,60,"Rua Gregório Serrão, 187 ",2,2,1,2300.0,888.0,"Piscina
Elevador
Varanda
Academia
Jardim
...", Vila Mariana
344,36,"Santa Cecília, São Paulo ",1,1,1,1400.0,545.0,"Piscina
Churrasqueira
Elevador
Área de serviço
Salão de festas
...", SP
345,178,Rua Chamantá ,4,4,2,6000.0,1333.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Prudente
346,193,"Rua República do Iraque, 1420 ",4,5,3,3736.0,3518.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Playground
...", Campo Belo
347,43,Rua das Fiandeiras ,1,1,1,3200.0,710.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...", Vila Olímpia
348,50,"Rua Gomes Cardim, 598 ",1,1,0,690.0,454.0,Interfone, Brás
349,53,"Pinheiros, São Paulo ",2,2,1,4200.0,800.0,"Piscina
Churrasqueira
Elevador
Varanda
Jardim
...", SP
350,94,Alameda dos Guaramomis ,2,4,2,3000.0,1977.0,"Piscina
Elevador
Jardim
Área de serviço
Varanda gourmet
...", Moema
351,80,"Avenida Afonso Mariano Fagundes, 533 ",3,2,0,2300.0,1200.0,"Piscina
Espaço gourmet
Salão de festas
Quadra poliesportiva
Portaria 24h
...", Saúde
352,60,Rua Mourato Coelho ,2,2,2,4250.0,630.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Pinheiros
353,85,Rua do Estilo Barroco ,3,2,1,2750.0,750.0,"Condomínio fechado
Jardim
Playground
Salão de festas
Elevador", Chácara Santo Antônio
354,56,"Rua Schilling, 538 ",2,2,0,1900.0,690.0,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...", Vila Leopoldina
355,42,Rua Arizona ,1,1,1,3200.0,600.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Cidade Monções
356,90,"Rua Loefgren, 359 ",2,3,1,1950.0,1100.0,"Mobiliado
Churrasqueira
Varanda
Área de serviço
Armário na cozinha
...", Vila Mariana
357,45,"Rua Treze de Maio, 1217 ",1,1,1,1600.0,603.0,"Mobiliado
Churrasqueira
Jardim
Interfone
Lavanderia
...", Bela Vista
358,128,"Pinheiros, São Paulo ",3,5,3,7500.0,1659.0,"Piscina
Churrasqueira
Elevador
Varanda
Ar-condicionado
...", SP
359,52,Rua Professor Brito Machado ,2,2,1,1400.0,370.0,"Piscina
Churrasqueira
Quintal
Quadra poliesportiva
Armário na cozinha
...", Itaquera
360,30,"Rua Teodoro Sampaio, 1020 ",1,1,1,2100.0,720.0,"Churrasqueira
Piscina", Pinheiros
361,132,"Rua Doutor Paschoal Imperatriz, 50 ",3,5,2,12000.0,700.0,"Piscina
Churrasqueira
Academia
Espaço gourmet
Ar-condicionado
...", Brooklin
362,70,"Cidade Monções, São Paulo ",1,1,1,4500.0,994.0,"Mobiliado
Varanda
Ar-condicionado
Área de serviço
Interfone
...", SP
363,50,Rua Bruno Cavalcanti Feder ,2,1,1,1350.0,385.0,"Área de serviço
Playground
Salão de festas
Armário na cozinha
Salão de jogos
...", Vila Prudente
364,38,"Rua Francisco José da Silva, 438 ",1,1,1,2400.0,0.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Andrade
365,45,Rua Manuel da Nóbrega ,1,2,1,2300.0,798.0,"Piscina
Mobiliado
Elevador
Academia
Aceita animais
...", Paraíso
366,42,"Avenida São João, 1459 ",1,1,1,2000.0,551.0,"Piscina
Mobiliado
Elevador
Varanda
Academia
...", Santa Cecília
367,65,"Vila Mascote, São Paulo ",2,2,1,1400.0,666.0,"Churrasqueira
Elevador
Condomínio fechado
Academia
Garagem
...", SP
368,56,Rua Atuaí ,2,1,1,1500.0,574.0,"Piscina
Mobiliado
Elevador
Varanda
Área de serviço
...", Vila Esperança
369,40,"Rua José Falchi, 92 ",1,1,1,900.0,0.0,"Condomínio fechado
Área de serviço
Cozinha americana", Guarapiranga
370,45,"Rua Frei Caneca, 1100 ",1,1,1,2300.0,580.0,"Elevador
Condomínio fechado
Área de serviço
Bicicletário
Portaria 24h
...", Jardins
371,45,"Rua Cristiano Viana, 463 ",1,1,1,2000.0,1200.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Varanda
...", Cerqueira César
372,102,Rua Dom Armando Lombardi ,3,3,2,3000.0,1780.0,"Elevador
Armário na cozinha
Armário embutido", Jardim Guedala
373,49,"Rua Edson, 77 ",2,1,1,2500.0,700.0,"Jardim
Salão de festas
Portaria 24h", Campo Belo
374,58,"Rua Barata Ribeiro, 372 ",1,1,1,1300.0,867.0,0, Bela Vista
375,60,"Rua Monte Alegre, 233 ",2,2,1,2300.0,797.0,"Piscina
Elevador
Condomínio fechado
Aceita animais
Jardim
...", Perdizes
376,40,"Rua Barão do Triunfo, 475 ",1,1,1,1500.0,830.0,"Elevador
Condomínio fechado
Academia
Aceita animais
Jardim
...", Brooklin
377,50,Rua Arapá ,2,1,1,1500.0,690.0,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...", Vila Mascote
378,48,Rua Tabatinguera ,1,1,0,1090.0,327.0,0, Centro
379,25,"Rua Turiassu, 1347 ",1,1,1,2200.0,470.0,"Piscina
Mobiliado
Elevador
Varanda
Academia
...", Perdizes
380,175,"Rua Carlos Weber, 757 ",4,5,2,6500.0,1596.0,"Mobiliado
Academia
Garagem
Jardim
Área de serviço
...", Vila Leopoldina
381,50,"Rua Almirante Marques de Leão, 336 ",1,1,1,1500.0,627.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Aceita animais
...", Bela Vista
382,67,"Avenida Jabaquara, 1397 ",2,2,0,1700.0,1050.0,"Cozinha
Academia", Mirandópolis
383,65,"Rua Professor João Machado, 705 ",2,2,1,2250.0,324.0,"Varanda
Garagem
Cozinha
Mobiliado
Churrasqueira", Freguesia do Ó
384,51,Rua Américo Brasiliense ,2,2,1,3000.0,620.0,"Piscina
Churrasqueira
Academia
Espaço gourmet
Jardim
...", Chácara Santo Antônio
385,100,"Rua General Góis Monteiro, 128 ",3,3,2,3200.0,440.0,0, Vila Anglo Brasileira
386,294,Rua José Gonçalves Galeão ,2,4,3,14500.0,2500.0,"Piscina
Mobiliado
Churrasqueira
Condomínio fechado
Academia
...", Jardim Avelino
387,130,"Rua Aracari, 177 ",3,3,2,6500.0,2250.0,"Piscina
Elevador
Academia
Aceita animais
Ar-condicionado
...", Itaim Bibi
388,56,"Conjunto Residencial José Bonifácio, São Paulo ",2,1,1,1000.0,0.0,0, SP
389,120,"Rua José Maria Lisboa, 514 ",3,3,2,3200.0,1282.0,"Elevador
Condomínio fechado
Jardim
Playground
Salão de festas
...", Jardins
390,45,"Rua Cruz do Espírito Santo, 1026 ",2,1,1,800.0,350.0,"Churrasqueira
Condomínio fechado
Espaço gourmet
Jardim
Área de serviço
...", Vila Chabilândia
391,156,Avenida Divino Salvador ,3,4,3,9000.0,1585.0,"Piscina
Elevador
Condomínio fechado
Varanda
Academia
...", Moema
392,155,"Planalto Paulista, São Paulo ",4,8,3,3500.0,0.0,0, SP
393,65,"Avenida dos Imarés, 160 ",2,2,2,5000.0,670.0,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...", Moema
394,43,Rua Doutor Fadlo Haidar ,1,1,1,2410.0,705.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Vila Olímpia
395,70,"Rua Correia Dias, 476 ",2,1,0,2000.0,509.0,"Elevador
Área de serviço
Quadra poliesportiva
Cozinha
Lavanderia
...", Paraíso
396,50,Rua Arapá ,2,1,1,1500.0,690.0,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...", Vila Mascote
